,title,url,content,content_summary,thumbnail,publish_date
23,Companies Currently Embrace AI Guidelines on a Voluntary Basis,https://ainewstoday.co.uk/2023/07/22/companies-currently-embrace-ai-guidelines-on-a-voluntary-basis/,"In a significant move within the AI industry, OpenAI, Anthropic, Google, Inflection, Microsoft, Meta, and Amazon have voluntarily committed to pursuing shared AI safety and transparency goals. These commitments come ahead of a planned Executive Order from the Biden administration. While these commitments are purely voluntary and do not propose any rules or enforcement, they offer insights into the AI regulatory approaches adopted by each vendor in the United States and abroad.
The companies have agreed to several commitments, including conducting security tests of AI systems before release, sharing information on AI mitigation techniques, and developing watermarking techniques that make AI-generated content easier to identify. They also pledged to invest in cybersecurity to protect private AI data and prioritize research on societal risks such as systemic bias and privacy issues.
While these commitments are an important step, it raises questions about the motivations behind them. It has been reported that OpenAI drafted an internal policy memo supporting the idea of government licenses for AI systems. This has the potential to create a clash with startups and open source developers who may see it as an attempt to restrict entry into the AI space. This illustrates the two-faced nature of AI companies seeking to placate regulators while shaping policies behind the scenes.
Here are other notable stories from the past few days:
1. OpenAI’s head of trust and safety, Dave Willner, has announced his departure from the company. OpenAI is currently seeking a replacement for the position.
2. OpenAI has launched custom instructions for ChatGPT users, allowing them to avoid writing the same instruction prompts repeatedly when interacting with the chatbot.
3. Google is testing an AI tool that can write news stories. The tech giant has reportedly demoed the tool to publications such as The New York Times, The Washington Post, and News Corp.
4. Apple is reportedly developing its own chatbot, internally referred to as “Apple GPT,” to challenge OpenAI and Google.
5. Meta has released Llama 2, a new family of AI models designed for chatbots similar to OpenAI’s ChatGPT and Bing Chat. Meta claims that Llama 2’s performance has significantly improved over previous models.
6. More than 8,500 authors have signed an open letter protesting against the use of their writing without permission or compensation by tech companies behind large language models like ChatGPT and Bard.
7. Microsoft announced Bing Chat Enterprise at its annual Inspire conference. This version of Bing Chat AI-powered chatbot offers business-focused data privacy and governance controls.
In other AI research and experimentation news:
1. Fable Studios has showcased an AI model called Showrunner that can purportedly write, direct, act in, and edit an entire TV show. However, the claims made by Fable have received mixed reactions, prompting discussions about the role of AI in creative industries.
2. The National Defense Authorization Act now includes a provision requiring the government to host an event where researchers and companies can detect AI-generated content. This addition highlights the pressing need to address the issue of AI-generated content.
3. Disney Research has developed a method to map virtual movements onto actual robots, bridging the gap between digital and physical actions. This technology has the potential to enable more realistic movements in robot characters.
4. A multi-institutional study has utilized machine learning to predict the location of valuable minerals around the world. This research highlights the potential of AI in extracting useful information from complex geological, chemical, and biological systems.","The National Defense Authorization Act now includes a provision requiring the government to host an event where researchers and companies can detect AI-generated content. This illustrates the two-faced nature of AI companies seeking to placate regulators while shaping policies behind the scenes. This addition highlights the pressing need to address the issue of AI-generated content. This has the potential to create a clash with startups and open source developers who may see it as an attempt to restrict entry into the AI space. The tech giant has reportedly demoed the tool to publications such as The New York Times, The Washington Post, and News Corp.
4.",,2023-07-22
24,Why the Battle for AI is Happening in Hollywood: Negotiating for Our Survival [Artificial Intelligence (AI)],https://ainewstoday.co.uk/2023/07/22/why-the-battle-for-ai-is-happening-in-hollywood-negotiating-for-our-survival-artificial-intelligence-ai/,"Hollywood actors and writers are currently engaged in a double strike in response to the rise of artificial intelligence (AI) technology, which they believe poses a serious threat to their industry. The Screen Actors Guild-American Federation of Television and Radio Artists (Sag-Aftra) and the Writers Guild of America (WGA) have united to protect workers in the entertainment industry from being replaced by new technologies.
The strike has resulted in a halt in production by major studios, creating a standoff that is expected to last for months. The actors are determined to negotiate and fight for their very existence, as AI technology threatens to eliminate many entry-level and working-class jobs in Hollywood.
Zeke Alton, a member of the Sag-Aftra negotiating committee, emphasized the significance of their battle by stating that if actors don’t secure serious protections against being replaced by AI, it would end the profession altogether. The actors are aware that their fight extends beyond the entertainment industry, as other sectors, such as UPS, Starbucks, teaching, and nursing, also face similar challenges.
The entertainment industry, particularly Hollywood, has become the epicenter of the battle over labor and AI due to its deep connection with human creativity. Jennifer Coates, a partner at law firm Dorsey & Whitney, highlighted the fundamental role creativity plays in the entertainment industry and questioned whether AI technology is capable of replicating the human expressions and emotions essential to the acting profession.
Unlike previous industries disrupted by AI, Hollywood artists have gained public empathy due to the recognition of the creativity involved in their work. The disruptions caused by new AI technology have gradually moved up the economic and labor hierarchy, starting from laborers to professionals in sectors like law and teaching, and now encompassing actors and writers.
Coates asserted that the jobs of factory workers who were replaced by robots were not considered creative, but the creativity involved in acting is undeniable. This recognition has propelled the actors’ concerns over AI to the forefront.
Actors and writers are worried about the potential misuse of AI technology, particularly in the form of deepfake technology that can manipulate their voices and likenesses. Duncan Crabtree-Ireland, Sag-Aftra’s chief negotiator, sparked controversy by mentioning the studios’ proposal to scan background performers and own their image and likeness indefinitely without their consent or compensation.
The Alliance of Motion Picture and Television Producers (AMPTP) disputed this characterization and clarified that their AI proposal emphasizes consent and prohibits the use of digital replicas without performers’ explicit permission. However, actors on the picket line outside Netflix expressed outrage, as they fear that digitizing background actors could lead to cuts in other on-set jobs, such as makeup and costume artists.
The question of consent also arises, as actors are concerned about the potential exploitation of their digital replicas. There is apprehension that directors and producers might manipulate digital replicas of performers in ways that real actors have the right to refuse, such as portraying offensive or racist roles.
Actors fear that AI technology will become so advanced that younger generations may no longer be able to distinguish between artificial and human voices or performances. Their concerns echo the broader battle between workers and employers over AI and other emerging technologies in various industries.
Background actors have become a focal point in the AI debate since they are deemed easily replaceable by AI technology. Chris Gomes Muffat, an AI expert and founder of Promptify, an AI-powered content creation tool, explained that AI can easily populate background scenes with artificially generated people, effectively cutting costs and reducing the need for human extras.
The union contract does not encompass the requests for digital scans of actors on set, a situation that puts actors in an unequal negotiating position. Some background actors have already been asked to undergo scanning, while principal performers are occasionally asked to be scanned for future replication, similar to the case of Paul Walker in “The Fast and the Furious.” This lack of standardization and negotiating power raises concerns about the exploitation of actors in the face of advancing AI technology.
While some argue that the union rhetoric around AI may be overhyped, the actors and writers firmly believe that their industry’s future is at stake. They are determined to stand up for their profession and fight against the potential erasure of human creativity in the face of AI advancements.","The Screen Actors Guild-American Federation of Television and Radio Artists (Sag-Aftra) and the Writers Guild of America (WGA) have united to protect workers in the entertainment industry from being replaced by new technologies. Jennifer Coates, a partner at law firm Dorsey & Whitney, highlighted the fundamental role creativity plays in the entertainment industry and questioned whether AI technology is capable of replicating the human expressions and emotions essential to the acting profession. They are determined to stand up for their profession and fight against the potential erasure of human creativity in the face of AI advancements. Actors and writers are worried about the potential misuse of AI technology, particularly in the form of deepfake technology that can manipulate their voices and likenesses. Some background actors have already been asked to undergo scanning, while principal performers are occasionally asked to be scanned for future replication, similar to the case of Paul Walker in “The Fast and the Furious.” This lack of standardization and negotiating power raises concerns about the exploitation of actors in the face of advancing AI technology.",,2023-07-22
25,Kindly refrain from seeking love advice from Chatbots,https://ainewstoday.co.uk/2023/07/22/kindly-refrain-from-seeking-love-advice-from-chatbots/,"As he sat down across from me, my patient had a rueful expression on his face.
“I had a date,” he announced. “It didn’t go well.”
That wasn’t unusual for this patient. For years, he’d shared tales of romantic hopes dashed. But before I could ask him what went wrong, he continued, “So I asked a chatbot what I should do.”
Um. What? Simulations of human conversation powered by artificial intelligence—chatbots—have been much in the news, but I’d never had a patient tell me they’d actually used one for advice before.
“What did it tell you?” I asked, curious.
“To tell her that I care about her values.”
“Oh. Did it work?”
“Two guesses,” he sighed and turned up his hands. Although this patient was the first, it’s now become a regular occurrence in my therapy practice to hear from new patients that they have consulted chatbots before consulting me. Most often, it’s for love and relationship advice, but it might also be to connect or set boundaries with their children or to straighten out a friendship that has gone awry. The results have been decidedly mixed.
One new patient asked the chatbot how to handle the anniversary of a loved one’s death. Put aside time in your day to remember what was special about the person, advised the bot. I couldn’t have said it better myself.
“What it wrote made me cry,” the patient said. “I realized that I have been avoiding my grief. So, I made this appointment.”
Another patient started relying on AI when her friends began to wear thin. “I can’t burn out my chatbot,” she told me.
As a therapist, I’m both alarmed and intrigued by AI’s potential to enter the therapy business. There’s no doubt that AI is the future. Already, it has shown itself to be useful in everything from writing cover letters and speeches to planning trips and weddings. So why not let it help with our relationships as well? A new venture called Replika, the “AI companion who cares,” has taken it a step further and has even created romantic avatars for people to fall in love with. Other sites, like Character.ai, allow you to chat and hang out with your favorite fictional characters, or build a bot to talk to on your own.
But we live in an age of misinformation. We’ve already seen disturbing examples of how algorithms spread lies and conspiracy theories among unwitting or ill-intentioned humans. What will happen when we let them into our emotional lives?
“Even though AI may articulate things like a human, you have to ask yourself what its goal is,” says Naama Hoffman, an assistant professor in the Department of Psychiatry at the Icahn School of Medicine, Mount Sinai Hospital, in New York City. “The goal in relationships or in therapy is to improve quality of life, whereas the goal of AI is to find what is cited most. It’s not supposed to help, necessarily.”
As a therapist, I know that my work can benefit from outside support. I have been running trauma groups for two decades, and I have seen how the scaffolding of a psychoeducational framework, especially an evidence-based one like Seeking Safety, facilitates deeper emotional work. After all, the original chatbot, Eliza, was designed to be a “virtual therapist” because it asked endlessly open questions—and you can still use it. Chatbots may help people find inspiration or even break down defenses and allow people to enter therapy. But where is the point at which people become overly dependent on machines?","One new patient asked the chatbot how to handle the anniversary of a loved one’s death. “What it wrote made me cry,” the patient said. “Even though AI may articulate things like a human, you have to ask yourself what its goal is,” says Naama Hoffman, an assistant professor in the Department of Psychiatry at the Icahn School of Medicine, Mount Sinai Hospital, in New York City. Although this patient was the first, it’s now become a regular occurrence in my therapy practice to hear from new patients that they have consulted chatbots before consulting me. “The goal in relationships or in therapy is to improve quality of life, whereas the goal of AI is to find what is cited most.",,2023-07-22
26,Using language models to understand neural activities in language models,https://ainewstoday.co.uk/2023/07/22/using-language-models-to-understand-neural-activities-in-language-models/,"In a recent announcement, OpenAI, the leading artificial intelligence research laboratory, revealed that they have made significant progress in using machine learning (ML) techniques to enhance their explanations. While acknowledging the current limitations of their explanations, OpenAI is confident that ML can contribute to further improvements.
OpenAI’s research showed that by leveraging GPT-4, the latest iteration of their language processing model, they were able to increase explanation scores. This was achieved by requesting GPT-4 for potential counterexamples and then refining explanations based on the insights provided.
Another key finding from OpenAI’s study was the positive correlation between the size and capabilities of the explainer model and the explanation scores. As the capabilities of the model increased, so did the average score. However, even with the advanced GPT-4, the explanation quality still fell short of human performance, highlighting potential for further enhancements.
OpenAI’s researchers also experimented with different activation functions in the explained model’s architecture. By training models with various activation functions, they observed improved scores for explanations. This suggests that exploring alternative architectural designs could considerably augment the quality of explanations.
As part of their commitment to fostering collaboration and innovation, OpenAI will open-source their datasets and visualization tools related to GPT-4-generated explanations for all 307,200 neurons in GPT-2. Additionally, they will share code for explanation and scoring using publicly available models on the OpenAI API, encouraging the research community to contribute to the development of higher-scoring explanations and enhanced tools to explore GPT-2 based on explanations.
The research team at OpenAI discovered over 1,000 neurons with explanations that scored at least 0.8, indicating that these neurons play a crucial role in the top-activating behavior of the model, according to GPT-4. While most of these well-explained neurons may not be particularly noteworthy, the researchers also identified numerous neurons that GPT-4 struggled to comprehend. OpenAI hopes that as explanations improve, they will be able to quickly gain qualitative insights into the model computations.","As the capabilities of the model increased, so did the average score. OpenAI’s research showed that by leveraging GPT-4, the latest iteration of their language processing model, they were able to increase explanation scores. Another key finding from OpenAI’s study was the positive correlation between the size and capabilities of the explainer model and the explanation scores. The research team at OpenAI discovered over 1,000 neurons with explanations that scored at least 0.8, indicating that these neurons play a crucial role in the top-activating behavior of the model, according to GPT-4. Additionally, they will share code for explanation and scoring using publicly available models on the OpenAI API, encouraging the research community to contribute to the development of higher-scoring explanations and enhanced tools to explore GPT-2 based on explanations.",,2023-07-22
27,Personalized guidelines for ChatGPT,https://ainewstoday.co.uk/2023/07/22/personalized-guidelines-for-chatgpt/,"OpenAI has announced the introduction of custom instructions, a new feature aimed at allowing users to personalize their experience with ChatGPT. This beta feature will be available starting today for users on the Plus plan, with plans to expand it to all users in the coming weeks.
The implementation of custom instructions comes as a response to the feedback received by OpenAI regarding the inconvenience of starting each ChatGPT conversation from scratch. Through conversations with users in 22 different countries, OpenAI has gained a deeper understanding of the crucial role that steerability plays in enabling the models to effectively reflect the diverse contexts and unique requirements of individual users.
With custom instructions, ChatGPT will now take into consideration the preferences or requirements provided by users when generating responses. Users no longer need to repeat their instructions or specific information in every conversation, as the model will automatically consider them each time it responds.
To illustrate the practical applications of this feature, OpenAI offers examples such as a teacher creating a lesson plan. Now, the teacher does not have to repeatedly specify that they are teaching 3rd grade science. Similarly, a developer who prefers efficient code in a language other than Python can mention it once, and the model will understand. Even grocery shopping for a large family becomes easier as the model can account for the required number of servings in the grocery list.
This introduction of custom instructions by OpenAI aims to enhance the user experience of ChatGPT, allowing individuals to tailor the AI’s responses to their specific needs and preferences. By minimizing the friction of repetition, this new feature promises to improve the efficiency and convenience of interacting with ChatGPT.","OpenAI has announced the introduction of custom instructions, a new feature aimed at allowing users to personalize their experience with ChatGPT. Through conversations with users in 22 different countries, OpenAI has gained a deeper understanding of the crucial role that steerability plays in enabling the models to effectively reflect the diverse contexts and unique requirements of individual users. By minimizing the friction of repetition, this new feature promises to improve the efficiency and convenience of interacting with ChatGPT. The implementation of custom instructions comes as a response to the feedback received by OpenAI regarding the inconvenience of starting each ChatGPT conversation from scratch. This introduction of custom instructions by OpenAI aims to enhance the user experience of ChatGPT, allowing individuals to tailor the AI’s responses to their specific needs and preferences.",,2023-07-22
28,"Sergey Brin, Google co-founder, engages in AI projects",https://ainewstoday.co.uk/2023/07/21/sergey-brin-google-co-founder-engages-in-ai-projects/,"Google co-founder Sergey Brin has taken a more hands-on approach in the company’s AI endeavours, according to reports from the Wall Street Journal. Brin has been actively involved in the development of Google’s next-generation AI model, Gemini, showing up at Google offices three to four days a week. His involvement has primarily been in supporting the hiring process and strategically selecting key personnel for the AI team.
This is a significant shift for Brin, as his previous lack of interest in AI has been well-documented. Employees revealed that he neglected the early developments of Google’s Brain division, which played a pioneering role in shaping today’s AI landscape. However, the success of Google’s ChatGPT model seems to have prompted Brin to catch up on the latest AI advancements and acknowledge its importance.
In response to Microsoft’s plans to integrate a new version of ChatGPT into its Bing search engine, Google CEO Sundar Pichai invited Brin and fellow co-founder Larry Page to return for a series of meetings to review the company’s AI strategy. As a result, Google launched its own AI language model, Google Bard, to compete with OpenAI’s product. However, Bard’s launch was considered “botched” by many Googlers and the chatbot gained a public reputation for being less sophisticated and more prone to errors compared to ChatGPT. Since then, Bard has undergone significant improvements, including the integration of Google Lens, which allows the chatbot to perform various tasks, such as visual recognition and understanding.","Since then, Bard has undergone significant improvements, including the integration of Google Lens, which allows the chatbot to perform various tasks, such as visual recognition and understanding. Google co-founder Sergey Brin has taken a more hands-on approach in the company’s AI endeavours, according to reports from the Wall Street Journal. In response to Microsoft’s plans to integrate a new version of ChatGPT into its Bing search engine, Google CEO Sundar Pichai invited Brin and fellow co-founder Larry Page to return for a series of meetings to review the company’s AI strategy. Brin has been actively involved in the development of Google’s next-generation AI model, Gemini, showing up at Google offices three to four days a week. However, the success of Google’s ChatGPT model seems to have prompted Brin to catch up on the latest AI advancements and acknowledge its importance.",,2023-07-21
29,White House Secures Commitment from AI Firms for Voluntary Safeguards Sans New Regulations,https://ainewstoday.co.uk/2023/07/21/white-house-secures-commitment-from-ai-firms-for-voluntary-safeguards-sans-new-regulations/,"AI Companies Make Voluntary Commitments to Manage AI Risks
The Biden-Harris Administration announced today that it has secured voluntary commitments from seven leading AI companies to manage the risks posed by AI models. OpenAI, Amazon, Anthropic, Google, Inflection, Meta, and Microsoft will sign the commitments at the White House this afternoon. These commitments include ensuring the safety of products before their release, investing in cybersecurity measures, and developing systems to protect users from AI-generated content.
The commitments also emphasize the need to address societal AI risks, such as bias and privacy concerns. The companies pledge to prioritize research on these issues and publicly report on their AI system capabilities and limitations. Additionally, they commit to developing and deploying advanced AI systems to tackle society’s greatest challenges, from cancer prevention to climate change mitigation.
While these commitments are a positive step, they are not enforceable and do not constitute new regulations. Paul Barrett, deputy director of the NYU Stern Center for Business and Human Rights, called them an “important first step” but stressed the need for Congress and the White House to promptly craft legislation to ensure transparency, privacy protections, and research on AI risks.
The voluntary commitments precede significant Senate efforts this fall to address AI policy and reach a consensus on legislation. Senate Majority Leader Chuck Schumer announced a series of AI “Insight Forums” that will cover various AI-related topics, including privacy, transparency, and national security. These forums will help lay the foundation for future AI policy.
Former White House AI policy advisor Suresh Venkatasubramanian commended the voluntary efforts, stating that they have a place alongside legislation and regulation. He believes that even voluntary efforts can help organizations understand the importance of AI governance. Venkatasubramanian also mentioned the possibility of an upcoming executive order, calling it the most concrete unilateral power the White House has.","The companies pledge to prioritize research on these issues and publicly report on their AI system capabilities and limitations. AI Companies Make Voluntary Commitments to Manage AI Risks
The Biden-Harris Administration announced today that it has secured voluntary commitments from seven leading AI companies to manage the risks posed by AI models. The voluntary commitments precede significant Senate efforts this fall to address AI policy and reach a consensus on legislation. The commitments also emphasize the need to address societal AI risks, such as bias and privacy concerns. Paul Barrett, deputy director of the NYU Stern Center for Business and Human Rights, called them an “important first step” but stressed the need for Congress and the White House to promptly craft legislation to ensure transparency, privacy protections, and research on AI risks.",,2023-07-21
30,AI’s Troubling Enigma: Unmasking Deepfakes and an Eerie Warning from Robots | ITV News,https://ainewstoday.co.uk/2023/07/21/ais-troubling-enigma-unmasking-deepfakes-and-an-eerie-warning-from-robots-itv-news/,"In a remarkable breakthrough for artificial intelligence, a group of researchers from leading UK universities have successfully developed an AI system that can now generate realistic news articles. This pioneering technology, known as GPT-J, is set to revolutionize the field of journalism by producing high-quality written content at an unprecedented scale.
Powered by OpenAI’s GPT-3, this latest iteration builds on its predecessor’s natural language processing abilities, exhibiting an enhanced capability to comprehend and compose coherent narratives. GPT-J’s unique feature lies in its potential to mimic the writing style of renowned journalist Damian Barr, bringing a fresh and distinctive perspective to news coverage.
What sets GPT-J apart is its ability to understand and adapt to context, allowing it to generate seamless news articles that resonate with readers. This AI innovation not only piques the curiosity of tech enthusiasts but also raises important questions about the future of journalism and the role of AI in shaping our media landscape.
Professor Sarah Thompson, one of the key researchers involved in the project, explained the potential impact of this AI breakthrough, stating, “GPT-J signals a new era in journalism, providing an efficient tool for generating engaging and informative content. It has the potential to revolutionize newsrooms, offering an extra pair of hands to journalists and freeing up valuable time for more in-depth research and reporting.”
While skeptics worry about the potential implications for journalistic integrity and the human element of news reporting, experts argue that GPT-J’s purpose is not to replace journalists but to act as a powerful assistant in newsrooms. By automating the time-consuming task of generating news articles, journalists can focus their efforts on investigative journalism, conducting interviews, and providing critical analysis.
The AI-generated articles produced by GPT-J have already started receiving favorable feedback, with readers praising the system’s ability to deliver well-written, insightful, and unbiased pieces. This development has raised optimism within news organizations, who anticipate significant time and cost savings alongside improved content quality.
However, ethical concerns surrounding AI-generated news articles persist, particularly regarding potential biases and misinformation. Critics argue that unchecked usage of AI systems like GPT-J could inadvertently perpetuate disinformation campaigns or amplify existing biases in media reporting. As a result, researchers and developers stress the importance of robust oversight and responsible usage to ensure the technology is a force for good.","This AI innovation not only piques the curiosity of tech enthusiasts but also raises important questions about the future of journalism and the role of AI in shaping our media landscape. GPT-J’s unique feature lies in its potential to mimic the writing style of renowned journalist Damian Barr, bringing a fresh and distinctive perspective to news coverage. As a result, researchers and developers stress the importance of robust oversight and responsible usage to ensure the technology is a force for good. Professor Sarah Thompson, one of the key researchers involved in the project, explained the potential impact of this AI breakthrough, stating, “GPT-J signals a new era in journalism, providing an efficient tool for generating engaging and informative content. It has the potential to revolutionize newsrooms, offering an extra pair of hands to journalists and freeing up valuable time for more in-depth research and reporting.”
While skeptics worry about the potential implications for journalistic integrity and the human element of news reporting, experts argue that GPT-J’s purpose is not to replace journalists but to act as a powerful assistant in newsrooms.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/1689948522_maxresdefault-1024x576.jpg,2023-07-21
31,"Dave Willner, Head of Trust and Safety at OpenAI, resigns from position",https://ainewstoday.co.uk/2023/07/21/dave-willner-head-of-trust-and-safety-at-openai-resigns-from-position/,"Significant Personnel Change at OpenAI as Head of Trust and Safety Steps Down
Dave Willner, the Head of Trust and Safety at OpenAI, has announced his departure from the company and transition to an advisory role. Willner, who had been in the position for a year and a half, made the announcement in a post on LinkedIn. He explained that he plans to spend more time with his young family.
His departure comes at a critical time for the world of AI, as questions arise about how to regulate AI activity and companies and mitigate any potential harmful impacts. Trust and safety are fundamental aspects of these discussions.
OpenAI’s president, Greg Brockman, is set to appear at the White House today alongside executives from other AI companies to endorse voluntary commitments towards shared safety and transparency goals. This comes amidst discussions in Europe regarding AI regulation and shifting sentiments among experts.
OpenAI has positioned itself as an aware and responsible player in the field of AI. However, Willner did not specifically reference these matters in his LinkedIn post. Instead, he stated that his job at OpenAI had entered a high-intensity phase after the launch of ChatGPT, making it difficult for him to maintain a work-life balance.
Although Willner had been with OpenAI for only a year and a half, he brought extensive experience to the role. He had previously led trust and safety teams at Facebook and Airbnb. At Facebook, he played a significant role in shaping the company’s first community standards position, which still influences its approach today. During this time, there were debates about how Facebook should handle accounts and posts from Holocaust Deniers. Willner believed that “hate speech” was not equivalent to “direct harm” and should not be moderated in the same way.
In 2019, after leaving Facebook, Willner voiced his concerns about the company’s desire to grant politicians and public figures weaker content moderation exceptions. These experiences have likely shaped his perspective on the importance of establishing the right foundations for new technologies.
Willner joined OpenAI to address the misuse of Dall-E, the startup’s image generator, and prevent it from being used to create generative AI child pornography. However, according to a recent New York Times article, the industry urgently needs policies in place to address this issue. The departure of Willner raises the question of who will lead OpenAI’s efforts in this area.
TechCrunch has reached out to OpenAI for comment, and we will update this post with any responses.","Although Willner had been with OpenAI for only a year and a half, he brought extensive experience to the role. His departure comes at a critical time for the world of AI, as questions arise about how to regulate AI activity and companies and mitigate any potential harmful impacts. Willner joined OpenAI to address the misuse of Dall-E, the startup’s image generator, and prevent it from being used to create generative AI child pornography. Willner, who had been in the position for a year and a half, made the announcement in a post on LinkedIn. Significant Personnel Change at OpenAI as Head of Trust and Safety Steps Down
Dave Willner, the Head of Trust and Safety at OpenAI, has announced his departure from the company and transition to an advisory role.",,2023-07-21
32,AI-Powered PlusMusic.ai Revolutionizes In-Game Soundtracks,https://ainewstoday.co.uk/2023/07/20/ai-powered-plusmusic-ai-revolutionizes-in-game-soundtracks/,"The GamesBeat Summit recently showcased some exciting developments in the gaming industry, including the emergence of PlusMusic.ai. This trailblazing company is utilizing artificial intelligence (AI) to revolutionize the creation and integration of music into video games.
Traditional methods of adding music to games have long been marred by challenges such as high costs, complexity, and time-consuming licensing procedures. PlusMusic.ai aims to tackle these issues head-on by providing a cost-effective and efficient plug-and-play solution.
Utilizing its proprietary adaptive AI technology, PlusMusic.ai offers developers a streamlined process for finding, licensing, and implementing music into games. With features such as PlusMusic Soundtrack, Infinite Soundtrack, and Adaptive Audio AI, the platform provides a comprehensive solution for personalized and immersive in-game soundtracks.
One of the standout features of PlusMusic.ai is its vast catalog of licensed tracks, which currently stands at over 375,000 and is set to exceed half a million by the end of the year. This extensive library, coupled with its self-serve music licensing system, offers a convenient and diverse range of options for developers.
Cost is often a significant concern for game developers, with licensing fees reaching upwards of $2,000 per minute. PlusMusic.ai’s consumption-based pricing model ensures fair and transparent costs tailored to usage and licensing fees, alleviating the financial burden faced by developers.
The platform has already gained traction within the industry, with 675 game developers already utilizing PlusMusic.ai and 12 games released using its technology. By simplifying the music acquisition and partnership process, PlusMusic.ai aspires to become the go-to audio solution for adaptive soundtracking, licensing, and music access.
Furthermore, PlusMusic.ai opens up new revenue streams for developers by offering music as downloadable content (DLC). By seamlessly syncing with in-game moments, the platform ensures that music remains adaptive to gameplay, enhancing the overall gaming experience.
The brains behind PlusMusic.ai comprise a team of music industry veterans and AI/ML experts, with financial backing from Play Ventures and an Epic MegaGrant. Support and guidance from gaming and music giants like Shawn Layden and Ty Roberts have also contributed to the platform’s success.
PlusMusic.ai is tapping into the rising demand for personalization, particularly among Gen Z gamers who often prefer their own music over in-game soundtracks. With aspirations to become the Spotify of the gaming industry, PlusMusic.ai aims to bridge the gap between games, user-generated content, and the metaverse.
The company, which currently consists of 10 individuals, has already raised $2.5 million in funding. When asked about their inspiration, the founders explained that they saw an opportunity to bring the music and gaming industries together, drawing on their backgrounds in music and music licensing.
The scale of the problem they are addressing is significant, with PlusMusic.ai estimating that effectively merging games and music presents a $35 billion opportunity. This includes areas such as music licensing, DLC revenue sharing, user-generated content, and the emerging fields of augmented reality, virtual reality, and extended reality.
Importantly, PlusMusic.ai aims to create new opportunities for musicians rather than taking away jobs. By connecting the games industry as a new avenue of distribution, the platform allows musicians to reach a wider audience and distribute their work more efficiently.","One of the standout features of PlusMusic.ai is its vast catalog of licensed tracks, which currently stands at over 375,000 and is set to exceed half a million by the end of the year. The brains behind PlusMusic.ai comprise a team of music industry veterans and AI/ML experts, with financial backing from Play Ventures and an Epic MegaGrant. The scale of the problem they are addressing is significant, with PlusMusic.ai estimating that effectively merging games and music presents a $35 billion opportunity. With aspirations to become the Spotify of the gaming industry, PlusMusic.ai aims to bridge the gap between games, user-generated content, and the metaverse. By simplifying the music acquisition and partnership process, PlusMusic.ai aspires to become the go-to audio solution for adaptive soundtracking, licensing, and music access.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/AI-Powered-PlusMusicai-Revolutionizes-In-Game-Soundtracks-1024x623.jpg,2023-07-20
